Date,Product Type,County,Month Name,Month Year,Tooltip Date,Market Share County,Sales,Sales Detail
11/1/2021,Usable MJ,Josephine,November,11/1/2021,November 2021,42.07,41526.26,41526.26
11/1/2021,Usable MJ,Klamath,November,11/1/2021,November 2021,44.81,5873.95,5873.95
11/1/2021,Usable MJ,Klamath,November,11/1/2021,November 2021,44.81,17302.58,17302.58
11/1/2021,Usable MJ,Lake,November,11/1/2021,November 2021,48.03,1314.79,1314.79
11/1/2021,Usable MJ,Lake,November,11/1/2021,November 2021,48.03,2345.38,2345.38
11/1/2021,Usable MJ,Lane,November,11/1/2021,November 2021,52.65,2879.37,2879.37
11/1/2021,Usable MJ,Lane,November,11/1/2021,November 2021,52.65,8879.85,8879.85
11/1/2021,Usable MJ,Lane,November,11/1/2021,November 2021,52.65,33914.36,33914.36
11/1/2021,Usable MJ,Lane,November,11/1/2021,November 2021,52.65,239149.14,239149.14
11/1/2021,Usable MJ,Lincoln,November,11/1/2021,November 2021,54.21,18546.33,18546.33
11/1/2021,Usable MJ,Lincoln,November,11/1/2021,November 2021,54.21,114865.56,114865.56
11/1/2021,Usable MJ,Linn,November,11/1/2021,November 2021,46.46,10565.31,10565.31
11/1/2021,Usable MJ,Linn,November,11/1/2021,November 2021,46.46,67305.48,67305.48
11/1/2021,Usable MJ,Malheur,November,11/1/2021,November 2021,47.9,6472.99,6472.99
11/1/2021,Usable MJ,Malheur,November,11/1/2021,November 2021,47.9,21849.88,21849.88
11/1/2021,Usable MJ,Marion,November,11/1/2021,November 2021,50.21,877.83,877.83
11/1/2021,Usable MJ,Marion,November,11/1/2021,November 2021,50.21,5094.59,5094.59
11/1/2021,Usable MJ,Marion,November,11/1/2021,November 2021,50.21,24232.04,24232.04
11/1/2021,Usable MJ,Marion,November,11/1/2021,November 2021,50.21,238514.69,238514.69
11/1/2021,Usable MJ,Multnomah,November,11/1/2021,November 2021,60.01,1168.48,1168.48
11/1/2021,Usable MJ,Multnomah,November,11/1/2021,November 2021,60.01,18729.47,18729.47
11/1/2021,Usable MJ,Multnomah,November,11/1/2021,November 2021,60.01,59957.54,59957.54
11/1/2021,Usable MJ,Multnomah,November,11/1/2021,November 2021,60.01,1894488.56,1894488.56
11/1/2021,Usable MJ,Polk,November,11/1/2021,November 2021,42.38,4128.29,4128.29
11/1/2021,Usable MJ,Polk,November,11/1/2021,November 2021,42.38,16873.28,16873.28
11/1/2021,Usable MJ,Tillamook,November,11/1/2021,November 2021,51.32,3489.19,3489.19
11/1/2021,Usable MJ,Tillamook,November,11/1/2021,November 2021,51.32,17201.01,17201.01
11/1/2021,Usable MJ,Umatilla,November,11/1/2021,November 2021,45.32,5711.68,5711.68
11/1/2021,Usable MJ,Umatilla,November,11/1/2021,November 2021,45.32,19482.5,19482.5
11/1/2021,Usable MJ,Wallowa,November,11/1/2021,November 2021,59.48,523.85,523.85
11/1/2021,Usable MJ,Wallowa,November,11/1/2021,November 2021,59.48,4808.06,4808.06
11/1/2021,Usable MJ,Wasco,November,11/1/2021,November 2021,47.87,787.82,787.82
11/1/2021,Usable MJ,Wasco,November,11/1/2021,November 2021,47.87,4601.98,4601.98
11/1/2021,Usable MJ,Washington,November,11/1/2021,November 2021,47.13,474.99,474.99
11/1/2021,Usable MJ,Washington,November,11/1/2021,November 2021,47.13,27674.28,27674.28
11/1/2021,Usable MJ,Washington,November,11/1/2021,November 2021,47.13,162073.46,162073.46
11/1/2021,Usable MJ,Yamhill,November,11/1/2021,November 2021,45.94,232.25,232.25
11/1/2021,Usable MJ,Yamhill,November,11/1/2021,November 2021,45.94,4202.9,4202.9
11/1/2021,Usable MJ,Yamhill,November,11/1/2021,November 2021,45.94,30976.02,30976.02
12/1/2021,Usable MJ,Baker,December,12/1/2021,December 2021,52.88,802.97,802.97
12/1/2021,Usable MJ,Baker,December,12/1/2021,December 2021,52.88,4585.05,4585.05
12/1/2021,Usable MJ,Benton,December,12/1/2021,December 2021,49.02,5,5
12/1/2021,Usable MJ,Benton,December,12/1/2021,December 2021,49.02,38,38
12/1/2021,Usable MJ,Benton,December,12/1/2021,December 2021,49.02,5023.58,5023.58
12/1/2021,Usable MJ,Benton,December,12/1/2021,December 2021,49.02,33665.06,33665.06
12/1/2021,Usable MJ,Clackamas,December,12/1/2021,December 2021,49.82,86,86
12/1/2021,Usable MJ,Clackamas,December,12/1/2021,December 2021,49.82,305,305
12/1/2021,Usable MJ,Clackamas,December,12/1/2021,December 2021,49.82,19945.45,19945.45
12/1/2021,Usable MJ,Clackamas,December,12/1/2021,December 2021,49.82,147073.74,147073.74
12/1/2021,Usable MJ,Clatsop,December,12/1/2021,December 2021,51.93,6246.25,6246.25
12/1/2021,Usable MJ,Clatsop,December,12/1/2021,December 2021,51.93,26983.01,26983.01
12/1/2021,Usable MJ,Columbia,December,12/1/2021,December 2021,48.08,3327.18,3327.18
12/1/2021,Usable MJ,Columbia,December,12/1/2021,December 2021,48.08,13534.9,13534.9
12/1/2021,Usable MJ,Coos,December,12/1/2021,December 2021,51.68,10661.25,10661.25
12/1/2021,Usable MJ,Coos,December,12/1/2021,December 2021,51.68,36606.78,36606.78
12/1/2021,Usable MJ,Curry,December,12/1/2021,December 2021,52.19,2675.23,2675.23
12/1/2021,Usable MJ,Curry,December,12/1/2021,December 2021,52.19,19051.51,19051.51
12/1/2021,Usable MJ,Deschutes,December,12/1/2021,December 2021,47.24,62.51,62.51
12/1/2021,Usable MJ,Deschutes,December,12/1/2021,December 2021,47.24,1017.67,1017.67
12/1/2021,Usable MJ,Deschutes,December,12/1/2021,December 2021,47.24,21824.95,21824.95
12/1/2021,Usable MJ,Deschutes,December,12/1/2021,December 2021,47.24,136101.15,136101.15
12/1/2021,Usable MJ,Douglas,December,12/1/2021,December 2021,45.15,8784.87,8784.87
12/1/2021,Usable MJ,Douglas,December,12/1/2021,December 2021,45.15,34486.23,34486.23
12/1/2021,Usable MJ,Grant,December,12/1/2021,December 2021,49.13,309.9,309.9
12/1/2021,Usable MJ,Grant,December,12/1/2021,December 2021,49.13,4082.81,4082.81
12/1/2021,Usable MJ,Harney,December,12/1/2021,December 2021,48.36,812.83,812.83
12/1/2021,Usable MJ,Harney,December,12/1/2021,December 2021,48.36,959.65,959.65
12/1/2021,Usable MJ,Hood River,December,12/1/2021,December 2021,53.52,10.83,10.83
12/1/2021,Usable MJ,Hood River,December,12/1/2021,December 2021,53.52,450.17,450.17
12/1/2021,Usable MJ,Hood River,December,12/1/2021,December 2021,53.52,1025.27,1025.27
12/1/2021,Usable MJ,Hood River,December,12/1/2021,December 2021,53.52,13035.42,13035.42
12/1/2021,Usable MJ,Jackson,December,12/1/2021,December 2021,45.76,25918.24,25918.24
12/1/2021,Usable MJ,Jackson,December,12/1/2021,December 2021,45.76,181842.43,181842.43
12/1/2021,Usable MJ,Jefferson,December,12/1/2021,December 2021,46.66,2104.59,2104.59
12/1/2021,Usable MJ,Jefferson,December,12/1/2021,December 2021,46.66,8407.36,8407.36
12/1/2021,Usable MJ,Josephine,December,12/1/2021,December 2021,42.2,15374.57,15374.57
12/1/2021,Usable MJ,Josephine,December,12/1/2021,December 2021,42.2,47092.97,47092.97
12/1/2021,Usable MJ,Klamath,December,12/1/2021,December 2021,44.8,5625.47,5625.47
12/1/2021,Usable MJ,Klamath,December,12/1/2021,December 2021,44.8,21917.81,21917.81
12/1/2021,Usable MJ,Lake,December,12/1/2021,December 2021,45.5,1006.74,1006.74
12/1/2021,Usable MJ,Lake,December,12/1/2021,December 2021,45.5,3124.83,3124.83
12/1/2021,Usable MJ,Lane,December,12/1/2021,December 2021,51.95,3216.94,3216.94
12/1/2021,Usable MJ,Lane,December,12/1/2021,December 2021,51.95,8909.36,8909.36
12/1/2021,Usable MJ,Lane,December,12/1/2021,December 2021,51.95,33826.63,33826.63
12/1/2021,Usable MJ,Lane,December,12/1/2021,December 2021,51.95,246007.22,246007.22
12/1/2021,Usable MJ,Lincoln,December,12/1/2021,December 2021,53.6,19860.7,19860.7
12/1/2021,Usable MJ,Lincoln,December,12/1/2021,December 2021,53.6,111409.98,111409.98
12/1/2021,Usable MJ,Linn,December,12/1/2021,December 2021,45.58,12717.79,12717.79
12/1/2021,Usable MJ,Linn,December,12/1/2021,December 2021,45.58,67412.51,67412.51
12/1/2021,Usable MJ,Malheur,December,12/1/2021,December 2021,47.7,5515.74,5515.74
12/1/2021,Usable MJ,Malheur,December,12/1/2021,December 2021,47.7,24340.96,24340.96
12/1/2021,Usable MJ,Marion,December,12/1/2021,December 2021,49.03,854.7,854.7
12/1/2021,Usable MJ,Marion,December,12/1/2021,December 2021,49.03,4656.22,4656.22
12/1/2021,Usable MJ,Marion,December,12/1/2021,December 2021,49.03,26042.7,26042.7
12/1/2021,Usable MJ,Marion,December,12/1/2021,December 2021,49.03,211884.25,211884.25
12/1/2021,Usable MJ,Multnomah,December,12/1/2021,December 2021,58.71,1303.67,1303.67
12/1/2021,Usable MJ,Multnomah,December,12/1/2021,December 2021,58.71,19227.94,19227.94
12/1/2021,Usable MJ,Multnomah,December,12/1/2021,December 2021,58.71,67353.34,67353.34
12/1/2021,Usable MJ,Multnomah,December,12/1/2021,December 2021,58.71,1620185.31,1620185.31
12/1/2021,Usable MJ,Polk,December,12/1/2021,December 2021,42.44,3772.97,3772.97
12/1/2021,Usable MJ,Polk,December,12/1/2021,December 2021,42.44,15348.39,15348.39
12/1/2021,Usable MJ,Tillamook,December,12/1/2021,December 2021,51.46,4091.8,4091.8
12/1/2021,Usable MJ,Tillamook,December,12/1/2021,December 2021,51.46,19130.02,19130.02
12/1/2021,Usable MJ,Umatilla,December,12/1/2021,December 2021,45.76,5564.53,5564.53
12/1/2021,Usable MJ,Umatilla,December,12/1/2021,December 2021,45.76,21789.26,21789.26
12/1/2021,Usable MJ,Wallowa,December,12/1/2021,December 2021,55.19,570.02,570.02
12/1/2021,Usable MJ,Wallowa,December,12/1/2021,December 2021,55.19,4443.17,4443.17
12/1/2021,Usable MJ,Wasco,December,12/1/2021,December 2021,46.5,1257.82,1257.82
12/1/2021,Usable MJ,Wasco,December,12/1/2021,December 2021,46.5,3050.59,3050.59
12/1/2021,Usable MJ,Washington,December,12/1/2021,December 2021,46.77,29507.82,29507.82
12/1/2021,Usable MJ,Washington,December,12/1/2021,December 2021,46.77,170121.45,170121.45
12/1/2021,Usable MJ,Yamhill,December,12/1/2021,December 2021,45.87,456,456
12/1/2021,Usable MJ,Yamhill,December,12/1/2021,December 2021,45.87,4742.57,4742.57
12/1/2021,Usable MJ,Yamhill,December,12/1/2021,December 2021,45.87,36370.59,36370.59
1/1/2022,Concentrate/Extract,Baker,January,1/1/2022,January 2022,22.04,3473.35,3473.35
1/1/2022,Concentrate/Extract,Benton,January,1/1/2022,January 2022,26.19,30,30
1/1/2022,Concentrate/Extract,Benton,January,1/1/2022,January 2022,26.19,99.17,99.17
1/1/2022,Concentrate/Extract,Benton,January,1/1/2022,January 2022,26.19,18274.16,18274.16
1/1/2022,Concentrate/Extract,Clackamas,January,1/1/2022,January 2022,24.64,228,228
1/1/2022,Concentrate/Extract,Clackamas,January,1/1/2022,January 2022,24.64,268.1,268.1
1/1/2022,Concentrate/Extract,Clackamas,January,1/1/2022,January 2022,24.64,65474.98,65474.98
1/1/2022,Concentrate/Extract,Clatsop,January,1/1/2022,January 2022,21.55,12566.5,12566.5
1/1/2022,Concentrate/Extract,Columbia,January,1/1/2022,January 2022,25.56,11787.59,11787.59
1/1/2022,Concentrate/Extract,Coos,January,1/1/2022,January 2022,26.23,38791.47,38791.47
1/1/2022,Concentrate/Extract,Curry,January,1/1/2022,January 2022,25.44,10527.35,10527.35
1/1/2022,Concentrate/Extract,Deschutes,January,1/1/2022,January 2022,25.79,46,46
1/1/2022,Concentrate/Extract,Deschutes,January,1/1/2022,January 2022,25.79,1478.5,1478.5
1/1/2022,Concentrate/Extract,Deschutes,January,1/1/2022,January 2022,25.79,98028.1,98028.1
1/1/2022,Concentrate/Extract,Douglas,January,1/1/2022,January 2022,31.8,35,35
1/1/2022,Concentrate/Extract,Douglas,January,1/1/2022,January 2022,31.8,100,100
1/1/2022,Concentrate/Extract,Douglas,January,1/1/2022,January 2022,31.8,33604.55,33604.55
1/1/2022,Concentrate/Extract,Grant,January,1/1/2022,January 2022,24.6,2159.28,2159.28
1/1/2022,Concentrate/Extract,Harney,January,1/1/2022,January 2022,24.9,1762.24,1762.24
1/1/2022,Concentrate/Extract,Hood River,January,1/1/2022,January 2022,25.46,6801.47,6801.47
1/1/2022,Concentrate/Extract,Jackson,January,1/1/2022,January 2022,29.71,1888.57,1888.57
1/1/2022,Concentrate/Extract,Jackson,January,1/1/2022,January 2022,29.71,106521.89,106521.89
1/1/2022,Concentrate/Extract,Jefferson,January,1/1/2022,January 2022,30.35,8595.03,8595.03
1/1/2022,Concentrate/Extract,Josephine,January,1/1/2022,January 2022,32.39,656.06,656.06
1/1/2022,Concentrate/Extract,Josephine,January,1/1/2022,January 2022,32.39,58074.31,58074.31
1/1/2022,Concentrate/Extract,Klamath,January,1/1/2022,January 2022,34.99,667,667
1/1/2022,Concentrate/Extract,Klamath,January,1/1/2022,January 2022,34.99,24101.82,24101.82
1/1/2022,Concentrate/Extract,Lake,January,1/1/2022,January 2022,32.18,3020.59,3020.59
1/1/2022,Concentrate/Extract,Lane,January,1/1/2022,January 2022,25.46,14.58,14.58
1/1/2022,Concentrate/Extract,Lane,January,1/1/2022,January 2022,25.46,1043.52,1043.52
1/1/2022,Concentrate/Extract,Lane,January,1/1/2022,January 2022,25.46,7447.28,7447.28
1/1/2022,Concentrate/Extract,Lane,January,1/1/2022,January 2022,25.46,127935.95,127935.95
1/1/2022,Concentrate/Extract,Lincoln,January,1/1/2022,January 2022,21,33.34,33.34
1/1/2022,Concentrate/Extract,Lincoln,January,1/1/2022,January 2022,21,53194.92,53194.92
1/1/2022,Concentrate/Extract,Linn,January,1/1/2022,January 2022,29.29,204.4,204.4
1/1/2022,Concentrate/Extract,Linn,January,1/1/2022,January 2022,29.29,45261.13,45261.13
1/1/2022,Concentrate/Extract,Malheur,January,1/1/2022,January 2022,24.41,50.83,50.83
1/1/2022,Concentrate/Extract,Malheur,January,1/1/2022,January 2022,24.41,14415.19,14415.19
1/1/2022,Concentrate/Extract,Marion,January,1/1/2022,January 2022,27.75,173.53,173.53
1/1/2022,Concentrate/Extract,Marion,January,1/1/2022,January 2022,27.75,5285.08,5285.08
1/1/2022,Concentrate/Extract,Marion,January,1/1/2022,January 2022,27.75,111891.92,111891.92
1/1/2022,Concentrate/Extract,Multnomah,January,1/1/2022,January 2022,21,208.5,208.5
1/1/2022,Concentrate/Extract,Multnomah,January,1/1/2022,January 2022,21,3756.66,3756.66
1/1/2022,Concentrate/Extract,Multnomah,January,1/1/2022,January 2022,21,17357.08,17357.08
1/1/2022,Concentrate/Extract,Multnomah,January,1/1/2022,January 2022,21,417479.7,417479.7
1/1/2022,Concentrate/Extract,Polk,January,1/1/2022,January 2022,32.72,41.25,41.25
1/1/2022,Concentrate/Extract,Polk,January,1/1/2022,January 2022,32.72,22033.22,22033.22
1/1/2022,Concentrate/Extract,Tillamook,January,1/1/2022,January 2022,22.07,0,0
1/1/2022,Concentrate/Extract,Tillamook,January,1/1/2022,January 2022,22.07,8248.55,8248.55
1/1/2022,Concentrate/Extract,Umatilla,January,1/1/2022,January 2022,32.52,96.66,96.66
1/1/2022,Concentrate/Extract,Umatilla,January,1/1/2022,January 2022,32.52,16529.09,16529.09
1/1/2022,Concentrate/Extract,Wallowa,January,1/1/2022,January 2022,27.08,2013.49,2013.49
1/1/2022,Concentrate/Extract,Wasco,January,1/1/2022,January 2022,27.43,2222.55,2222.55
1/1/2022,Concentrate/Extract,Washington,January,1/1/2022,January 2022,24.95,692.63,692.63
1/1/2022,Concentrate/Extract,Washington,January,1/1/2022,January 2022,24.95,87001.3,87001.3
1/1/2022,Concentrate/Extract,Yamhill,January,1/1/2022,January 2022,30.37,23,23
1/1/2022,Concentrate/Extract,Yamhill,January,1/1/2022,January 2022,30.37,20365.57,20365.57
2/1/2022,Concentrate/Extract,Baker,February,2/1/2022,February 2022,23.46,3468.99,3468.99
2/1/2022,Concentrate/Extract,Benton,February,2/1/2022,February 2022,26.51,53.9,53.9
2/1/2022,Concentrate/Extract,Benton,February,2/1/2022,February 2022,26.51,125.6,125.6
2/1/2022,Concentrate/Extract,Benton,February,2/1/2022,February 2022,26.51,15395.38,15395.38
2/1/2022,Concentrate/Extract,Clackamas,February,2/1/2022,February 2022,24.5,131.63,131.63
2/1/2022,Concentrate/Extract,Clackamas,February,2/1/2022,February 2022,24.5,194.88,194.88
2/1/2022,Concentrate/Extract,Clackamas,February,2/1/2022,February 2022,24.5,55120.82,55120.82
2/1/2022,Concentrate/Extract,Clatsop,February,2/1/2022,February 2022,22.06,12781.56,12781.56
2/1/2022,Concentrate/Extract,Columbia,February,2/1/2022,February 2022,24.21,5.96,5.96
2/1/2022,Concentrate/Extract,Columbia,February,2/1/2022,February 2022,24.21,11342.57,11342.57
2/1/2022,Concentrate/Extract,Coos,February,2/1/2022,February 2022,25.21,26.58,26.58
2/1/2022,Concentrate/Extract,Coos,February,2/1/2022,February 2022,25.21,39699.83,39699.83
2/1/2022,Concentrate/Extract,Curry,February,2/1/2022,February 2022,24.9,10,10
2/1/2022,Concentrate/Extract,Curry,February,2/1/2022,February 2022,24.9,9712.44,9712.44
2/1/2022,Concentrate/Extract,Deschutes,February,2/1/2022,February 2022,25.77,215.5,215.5
2/1/2022,Concentrate/Extract,Deschutes,February,2/1/2022,February 2022,25.77,1330.35,1330.35
2/1/2022,Concentrate/Extract,Deschutes,February,2/1/2022,February 2022,25.77,92714.48,92714.48
2/1/2022,Concentrate/Extract,Douglas,February,2/1/2022,February 2022,32.54,93,93
2/1/2022,Concentrate/Extract,Douglas,February,2/1/2022,February 2022,32.54,35521.5,35521.5
2/1/2022,Concentrate/Extract,Grant,February,2/1/2022,February 2022,27.14,1529.19,1529.19
2/1/2022,Concentrate/Extract,Harney,February,2/1/2022,February 2022,22.84,1272.23,1272.23
2/1/2022,Concentrate/Extract,Hood River,February,2/1/2022,February 2022,25.6,20,20
2/1/2022,Concentrate/Extract,Hood River,February,2/1/2022,February 2022,25.6,7104.91,7104.91
2/1/2022,Concentrate/Extract,Jackson,February,2/1/2022,February 2022,29.31,853.45,853.45
2/1/2022,Concentrate/Extract,Jackson,February,2/1/2022,February 2022,29.31,113861.53,113861.53
2/1/2022,Concentrate/Extract,Jefferson,February,2/1/2022,February 2022,28.93,7655.48,7655.48
2/1/2022,Concentrate/Extract,Josephine,February,2/1/2022,February 2022,32.16,839.41,839.41
2/1/2022,Concentrate/Extract,Josephine,February,2/1/2022,February 2022,32.16,61074.56,61074.56
2/1/2022,Concentrate/Extract,Klamath,February,2/1/2022,February 2022,34.97,216.05,216.05
2/1/2022,Concentrate/Extract,Klamath,February,2/1/2022,February 2022,34.97,21732.83,21732.83
2/1/2022,Concentrate/Extract,Lake,February,2/1/2022,February 2022,35.76,3365.91,3365.91
2/1/2022,Concentrate/Extract,Lane,February,2/1/2022,February 2022,25.03,1039.67,1039.67
2/1/2022,Concentrate/Extract,Lane,February,2/1/2022,February 2022,25.03,7488.51,7488.51
2/1/2022,Concentrate/Extract,Lane,February,2/1/2022,February 2022,25.03,123257.47,123257.47
2/1/2022,Concentrate/Extract,Lincoln,February,2/1/2022,February 2022,20.54,278.74,278.74
2/1/2022,Concentrate/Extract,Lincoln,February,2/1/2022,February 2022,20.54,47491.32,47491.32
2/1/2022,Concentrate/Extract,Linn,February,2/1/2022,February 2022,29.92,248.73,248.73
2/1/2022,Concentrate/Extract,Linn,February,2/1/2022,February 2022,29.92,43814.99,43814.99
2/1/2022,Concentrate/Extract,Malheur,February,2/1/2022,February 2022,24.54,30,30
2/1/2022,Concentrate/Extract,Malheur,February,2/1/2022,February 2022,24.54,15462.41,15462.41
2/1/2022,Concentrate/Extract,Marion,February,2/1/2022,February 2022,27.29,270.04,270.04
2/1/2022,Concentrate/Extract,Marion,February,2/1/2022,February 2022,27.29,4691.44,4691.44
2/1/2022,Concentrate/Extract,Marion,February,2/1/2022,February 2022,27.29,114301.86,114301.86
2/1/2022,Concentrate/Extract,Multnomah,February,2/1/2022,February 2022,20.76,183.77,183.77
2/1/2022,Concentrate/Extract,Multnomah,February,2/1/2022,February 2022,20.76,2352.68,2352.68
2/1/2022,Concentrate/Extract,Multnomah,February,2/1/2022,February 2022,20.76,19324.5,19324.5
2/1/2022,Concentrate/Extract,Multnomah,February,2/1/2022,February 2022,20.76,370770.22,370770.22
2/1/2022,Concentrate/Extract,Polk,February,2/1/2022,February 2022,32.31,8.33,8.33
2/1/2022,Concentrate/Extract,Polk,February,2/1/2022,February 2022,32.31,19298.08,19298.08
2/1/2022,Concentrate/Extract,Tillamook,February,2/1/2022,February 2022,22.36,25,25
2/1/2022,Concentrate/Extract,Tillamook,February,2/1/2022,February 2022,22.36,8948.71,8948.71
2/1/2022,Concentrate/Extract,Umatilla,February,2/1/2022,February 2022,31.94,14227.43,14227.43
2/1/2022,Concentrate/Extract,Wallowa,February,2/1/2022,February 2022,30.3,2164.81,2164.81
2/1/2022,Concentrate/Extract,Wasco,February,2/1/2022,February 2022,27.18,2123.71,2123.71
2/1/2022,Concentrate/Extract,Washington,February,2/1/2022,February 2022,24.75,215.95,215.95
2/1/2022,Concentrate/Extract,Washington,February,2/1/2022,February 2022,24.75,88053.83,88053.83
2/1/2022,Concentrate/Extract,Yamhill,February,2/1/2022,February 2022,29.97,20250.42,20250.42
3/1/2022,Concentrate/Extract,Baker,March,3/1/2022,March 2022,22.99,4111.47,4111.47
3/1/2022,Concentrate/Extract,Benton,March,3/1/2022,March 2022,26.51,1.38,1.38
3/1/2022,Concentrate/Extract,Benton,March,3/1/2022,March 2022,26.51,126.7,126.7
3/1/2022,Concentrate/Extract,Benton,March,3/1/2022,March 2022,26.51,16973.19,16973.19
3/1/2022,Concentrate/Extract,Clackamas,March,3/1/2022,March 2022,24.31,19.88,19.88
3/1/2022,Concentrate/Extract,Clackamas,March,3/1/2022,March 2022,24.31,149.6,149.6
3/1/2022,Concentrate/Extract,Clackamas,March,3/1/2022,March 2022,24.31,56672.17,56672.17
3/1/2022,Concentrate/Extract,Clatsop,March,3/1/2022,March 2022,21.56,13905.79,13905.79
3/1/2022,Concentrate/Extract,Columbia,March,3/1/2022,March 2022,24.58,12439.8,12439.8
3/1/2022,Concentrate/Extract,Coos,March,3/1/2022,March 2022,25.46,34861.54,34861.54
3/1/2022,Concentrate/Extract,Curry,March,3/1/2022,March 2022,25.37,8988.21,8988.21
3/1/2022,Concentrate/Extract,Deschutes,March,3/1/2022,March 2022,26.06,174,174
3/1/2022,Concentrate/Extract,Deschutes,March,3/1/2022,March 2022,26.06,1325.14,1325.14
3/1/2022,Concentrate/Extract,Deschutes,March,3/1/2022,March 2022,26.06,93397.51,93397.51
3/1/2022,Concentrate/Extract,Douglas,March,3/1/2022,March 2022,31.45,28,28
3/1/2022,Concentrate/Extract,Douglas,March,3/1/2022,March 2022,31.45,280.02,280.02
3/1/2022,Concentrate/Extract,Douglas,March,3/1/2022,March 2022,31.45,39652.7,39652.7
3/1/2022,Concentrate/Extract,Grant,March,3/1/2022,March 2022,28.42,1702.63,1702.63
3/1/2022,Concentrate/Extract,Harney,March,3/1/2022,March 2022,20.9,1871.3,1871.3
3/1/2022,Concentrate/Extract,Hood River,March,3/1/2022,March 2022,24.55,7342.66,7342.66
3/1/2022,Concentrate/Extract,Jackson,March,3/1/2022,March 2022,29.01,919.55,919.55
3/1/2022,Concentrate/Extract,Jackson,March,3/1/2022,March 2022,29.01,127006.84,127006.84
3/1/2022,Concentrate/Extract,Jefferson,March,3/1/2022,March 2022,28.28,8694.21,8694.21
3/1/2022,Concentrate/Extract,Josephine,March,3/1/2022,March 2022,30.75,18.8,18.8
3/1/2022,Concentrate/Extract,Josephine,March,3/1/2022,March 2022,30.75,220.4,220.4
3/1/2022,Concentrate/Extract,Josephine,March,3/1/2022,March 2022,30.75,67692.57,67692.57
3/1/2022,Concentrate/Extract,Klamath,March,3/1/2022,March 2022,31.96,141.66,141.66
3/1/2022,Concentrate/Extract,Klamath,March,3/1/2022,March 2022,31.96,21633.93,21633.93
3/1/2022,Concentrate/Extract,Lake,March,3/1/2022,March 2022,33.52,2989.8,2989.8
3/1/2022,Concentrate/Extract,Lane,March,3/1/2022,March 2022,25.2,370.43,370.43
3/1/2022,Concentrate/Extract,Lane,March,3/1/2022,March 2022,25.2,9162.83,9162.83
3/1/2022,Concentrate/Extract,Lane,March,3/1/2022,March 2022,25.2,137484.74,137484.74
3/1/2022,Concentrate/Extract,Lincoln,March,3/1/2022,March 2022,21.12,130.83,130.83
3/1/2022,Concentrate/Extract,Lincoln,March,3/1/2022,March 2022,21.12,54693,54693
3/1/2022,Concentrate/Extract,Linn,March,3/1/2022,March 2022,28.53,482.93,482.93
3/1/2022,Concentrate/Extract,Linn,March,3/1/2022,March 2022,28.53,46619.94,46619.94
3/1/2022,Concentrate/Extract,Malheur,March,3/1/2022,March 2022,24.09,16355.64,16355.64
3/1/2022,Concentrate/Extract,Marion,March,3/1/2022,March 2022,26.95,24.84,24.84
3/1/2022,Concentrate/Extract,Marion,March,3/1/2022,March 2022,26.95,315.16,315.16
3/1/2022,Concentrate/Extract,Marion,March,3/1/2022,March 2022,26.95,4881.34,4881.34
3/1/2022,Concentrate/Extract,Marion,March,3/1/2022,March 2022,26.95,115426.55,115426.55
3/1/2022,Concentrate/Extract,Multnomah,March,3/1/2022,March 2022,20.79,195.8,195.8
3/1/2022,Concentrate/Extract,Multnomah,March,3/1/2022,March 2022,20.79,2767.55,2767.55
3/1/2022,Concentrate/Extract,Multnomah,March,3/1/2022,March 2022,20.79,18091.81,18091.81
3/1/2022,Concentrate/Extract,Multnomah,March,3/1/2022,March 2022,20.79,396369.53,396369.53
3/1/2022,Concentrate/Extract,Polk,March,3/1/2022,March 2022,31.79,14.58,14.58
3/1/2022,Concentrate/Extract,Polk,March,3/1/2022,March 2022,31.79,20711.96,20711.96
3/1/2022,Concentrate/Extract,Tillamook,March,3/1/2022,March 2022,21.81,0,0
3/1/2022,Concentrate/Extract,Tillamook,March,3/1/2022,March 2022,21.81,9047.33,9047.33
3/1/2022,Concentrate/Extract,Umatilla,March,3/1/2022,March 2022,30.62,214.66,214.66
3/1/2022,Concentrate/Extract,Umatilla,March,3/1/2022,March 2022,30.62,17252.04,17252.04
3/1/2022,Concentrate/Extract,Wallowa,March,3/1/2022,March 2022,28.61,2411.58,2411.58
3/1/2022,Concentrate/Extract,Wasco,March,3/1/2022,March 2022,25.55,2642.84,2642.84
3/1/2022,Concentrate/Extract,Washington,March,3/1/2022,March 2022,25.37,494.7,494.7
3/1/2022,Concentrate/Extract,Washington,March,3/1/2022,March 2022,25.37,98538.96,98538.96
3/1/2022,Concentrate/Extract,Yamhill,March,3/1/2022,March 2022,29.81,30.83,30.83
3/1/2022,Concentrate/Extract,Yamhill,March,3/1/2022,March 2022,29.81,24069.82,24069.82
4/1/2022,Concentrate/Extract,Baker,April,4/1/2022,April 2022,22.59,4981.9,4981.9
4/1/2022,Concentrate/Extract,Benton,April,4/1/2022,April 2022,26.19,11.28,11.28
4/1/2022,Concentrate/Extract,Benton,April,4/1/2022,April 2022,26.19,35,35
4/1/2022,Concentrate/Extract,Benton,April,4/1/2022,April 2022,26.19,19376.57,19376.57
4/1/2022,Concentrate/Extract,Clackamas,April,4/1/2022,April 2022,23.93,320.37,320.37
4/1/2022,Concentrate/Extract,Clackamas,April,4/1/2022,April 2022,23.93,363.69,363.69
