Date,Product Type,County,Market Share County,Sales,Population
3/1/2020,Concentrate/Extract,Clackamas,25.05,1037.86,339552.795761641
3/1/2020,Concentrate/Extract,Clackamas,25.05,63687.33,339552.795761641
3/1/2020,Concentrate/Extract,Clatsop,23.1,636.15,31928.748618368
3/1/2020,Concentrate/Extract,Clatsop,23.1,17026.44,31928.748618368
3/1/2020,Concentrate/Extract,Columbia,26.8,14.4,42734.772493299
3/1/2020,Concentrate/Extract,Columbia,26.8,12440.56,42734.772493299
3/1/2020,Concentrate/Extract,Coos,24.8,30,51649.087695999
3/1/2020,Concentrate/Extract,Coos,24.8,92.3,51649.087695999
3/1/2020,Concentrate/Extract,Coos,24.8,17540.37,51649.087695999
3/1/2020,Concentrate/Extract,Curry,25.87,125.5,20011.870404071
3/1/2020,Concentrate/Extract,Curry,25.87,10306.78,20011.870404071
3/1/2020,Concentrate/Extract,Deschutes,26.48,313.5,154914.797934438
3/1/2020,Concentrate/Extract,Deschutes,26.48,786.36,154914.797934438
3/1/2020,Concentrate/Extract,Deschutes,26.48,1328.55,154914.797934438
3/1/2020,Concentrate/Extract,Deschutes,26.48,105824.48,154914.797934438
3/1/2020,Concentrate/Extract,Douglas,31.82,336.53,92385.191872140
3/1/2020,Concentrate/Extract,Douglas,31.82,36539.4,92385.191872140
3/1/2020,Concentrate/Extract,Grant,29.5,3168.13,6293.128486403
3/1/2020,Concentrate/Extract,Harney,22.47,1196.05,5886.075215052
3/1/2020,Concentrate/Extract,Hood River,23.51,72,19848.365807806
3/1/2020,Concentrate/Extract,Hood River,23.51,203.02,19848.365807806
3/1/2020,Concentrate/Extract,Hood River,23.51,9983.77,19848.365807806
3/1/2020,Concentrate/Extract,Jackson,29.37,159.71,179522.356189923
3/1/2020,Concentrate/Extract,Jackson,29.37,9223.5,179522.356189923
3/1/2020,Concentrate/Extract,Jackson,29.37,113618.36,179522.356189923
3/1/2020,Concentrate/Extract,Jefferson,31.67,49.34,19066.288697207
3/1/2020,Concentrate/Extract,Jefferson,31.67,7113.88,19066.288697207
3/1/2020,Concentrate/Extract,Josephine,32.91,236.37,71032.315952205
3/1/2020,Concentrate/Extract,Josephine,32.91,3025.36,71032.315952205
3/1/2020,Concentrate/Extract,Josephine,32.91,65069.65,71032.315952205
3/1/2020,Concentrate/Extract,Klamath,33.98,124.16,54971.815433784
3/1/2020,Concentrate/Extract,Klamath,33.98,19943.68,54971.815433784
3/1/2020,Concentrate/Extract,Lake,29.41,3249.91,6853.660310997
3/1/2020,Concentrate/Extract,Lane,25.53,83,316010.656424975
3/1/2020,Concentrate/Extract,Lane,25.53,3085.43,316010.656424975
3/1/2020,Concentrate/Extract,Lane,25.53,6757.7,316010.656424975
3/1/2020,Concentrate/Extract,Lane,25.53,142506.13,316010.656424975
3/1/2020,Concentrate/Extract,Lincoln,21.98,1349.65,40715.951049841
3/1/2020,Concentrate/Extract,Lincoln,21.98,53516.13,40715.951049841
3/1/2020,Concentrate/Extract,Linn,28.67,772.46,99304.123677448
3/1/2020,Concentrate/Extract,Linn,28.67,47838.63,99304.123677448
3/1/2020,Concentrate/Extract,Malheur,29.15,13407.89,24652.092207692
3/1/2020,Concentrate/Extract,Marion,28.69,40,263495.741438299
3/1/2020,Concentrate/Extract,Marion,28.69,1730.15,263495.741438299
3/1/2020,Concentrate/Extract,Marion,28.69,5804.15,263495.741438299
3/1/2020,Concentrate/Extract,Marion,28.69,132672.94,263495.741438299
3/1/2020,Concentrate/Extract,Multnomah,20.92,135.33,676498.094048244
3/1/2020,Concentrate/Extract,Multnomah,20.92,6349.76,676498.094048244
3/1/2020,Concentrate/Extract,Multnomah,20.92,22046.5,676498.094048244
3/1/2020,Concentrate/Extract,Multnomah,20.92,426706.37,676498.094048244
3/1/2020,Concentrate/Extract,Polk,33.78,29.55,64186.931924030
3/1/2020,Concentrate/Extract,Polk,33.78,22893.96,64186.931924030
3/1/2020,Concentrate/Extract,Tillamook,23.29,75,21375.275640877
3/1/2020,Concentrate/Extract,Tillamook,23.29,18530.61,21375.275640877
3/1/2020,Concentrate/Extract,Umatilla,34.26,32.4,61198.789932006
3/1/2020,Concentrate/Extract,Umatilla,34.26,1228.11,61198.789932006
3/1/2020,Concentrate/Extract,Umatilla,34.26,15340.09,61198.789932006
3/1/2020,Concentrate/Extract,Union,10.99,120,20784.486872612
3/1/2020,Concentrate/Extract,Union,10.99,3191,20784.486872612
3/1/2020,Concentrate/Extract,Wallowa,25.24,1785.48,5761.986519988
3/1/2020,Concentrate/Extract,Wasco,28.66,701.36,21348.383291876
3/1/2020,Concentrate/Extract,Wasco,28.66,3518.68,21348.383291876
3/1/2020,Concentrate/Extract,Washington,26.06,25.5,479432.130448319
3/1/2020,Concentrate/Extract,Washington,26.06,1659.06,479432.130448319
3/1/2020,Concentrate/Extract,Washington,26.06,111033.79,479432.130448319
3/1/2020,Concentrate/Extract,Yamhill,31.65,41.5,84193.241452416
3/1/2020,Concentrate/Extract,Yamhill,31.65,28808.85,84193.241452416
4/1/2020,Concentrate/Extract,Baker,27.16,5463.9,13829.353862058
4/1/2020,Concentrate/Extract,Benton,25.3,21,80108.503596746
4/1/2020,Concentrate/Extract,Benton,25.3,47.6,80108.503596746
4/1/2020,Concentrate/Extract,Benton,25.3,651.48,80108.503596746
4/1/2020,Concentrate/Extract,Benton,25.3,15198.89,80108.503596746
4/1/2020,Concentrate/Extract,Clackamas,24.69,50,339552.795761641
4/1/2020,Concentrate/Extract,Clackamas,24.69,664.91,339552.795761641
4/1/2020,Concentrate/Extract,Clackamas,24.69,62202.68,339552.795761641
4/1/2020,Concentrate/Extract,Clatsop,22.44,324.94,31928.748618368
4/1/2020,Concentrate/Extract,Clatsop,22.44,15477.17,31928.748618368
4/1/2020,Concentrate/Extract,Columbia,26.23,9347.58,42734.772493299
4/1/2020,Concentrate/Extract,Coos,25.44,35,51649.087695999
4/1/2020,Concentrate/Extract,Coos,25.44,71.5,51649.087695999
4/1/2020,Concentrate/Extract,Coos,25.44,720.39,51649.087695999
4/1/2020,Concentrate/Extract,Coos,25.44,22523.61,51649.087695999
4/1/2020,Concentrate/Extract,Curry,25.3,12702.19,20011.870404071
4/1/2020,Concentrate/Extract,Deschutes,25.97,388.5,154914.797934438
4/1/2020,Concentrate/Extract,Deschutes,25.97,1321.94,154914.797934438
4/1/2020,Concentrate/Extract,Deschutes,25.97,2251.21,154914.797934438
4/1/2020,Concentrate/Extract,Deschutes,25.97,104229.71,154914.797934438
4/1/2020,Concentrate/Extract,Douglas,30.86,766.32,92385.191872140
4/1/2020,Concentrate/Extract,Douglas,30.86,37790.34,92385.191872140
4/1/2020,Concentrate/Extract,Grant,36.12,3506.9,6293.128486403
4/1/2020,Concentrate/Extract,Harney,22.64,2316.88,5886.075215052
4/1/2020,Concentrate/Extract,Hood River,22.21,30,19848.365807806
4/1/2020,Concentrate/Extract,Hood River,22.21,41,19848.365807806
4/1/2020,Concentrate/Extract,Hood River,22.21,7383.1,19848.365807806
4/1/2020,Concentrate/Extract,Jackson,29.01,770.48,179522.356189923
4/1/2020,Concentrate/Extract,Jackson,29.01,9305.58,179522.356189923
4/1/2020,Concentrate/Extract,Jackson,29.01,119170.7,179522.356189923
4/1/2020,Concentrate/Extract,Jefferson,32.18,8070.57,19066.288697207
4/1/2020,Concentrate/Extract,Josephine,31.66,145.31,71032.315952205
4/1/2020,Concentrate/Extract,Josephine,31.66,3739.14,71032.315952205
4/1/2020,Concentrate/Extract,Josephine,31.66,73023.05,71032.315952205
4/1/2020,Concentrate/Extract,Klamath,32.02,84,54971.815433784
4/1/2020,Concentrate/Extract,Klamath,32.02,20779.33,54971.815433784
4/1/2020,Concentrate/Extract,Lake,27.35,2667.51,6853.660310997
4/1/2020,Concentrate/Extract,Lane,25.33,167.25,316010.656424975
4/1/2020,Concentrate/Extract,Lane,25.33,4990.44,316010.656424975
4/1/2020,Concentrate/Extract,Lane,25.33,6147.7,316010.656424975
4/1/2020,Concentrate/Extract,Lane,25.33,135747.04,316010.656424975
4/1/2020,Concentrate/Extract,Lincoln,22.95,834.37,40715.951049841
4/1/2020,Concentrate/Extract,Lincoln,22.95,51423.23,40715.951049841
4/1/2020,Concentrate/Extract,Linn,27.64,450.32,99304.123677448
4/1/2020,Concentrate/Extract,Linn,27.64,43366.42,99304.123677448
4/1/2020,Concentrate/Extract,Malheur,27.64,15079.67,24652.092207692
4/1/2020,Concentrate/Extract,Marion,28.34,3070,263495.741438299
4/1/2020,Concentrate/Extract,Marion,28.34,6296.8,263495.741438299
4/1/2020,Concentrate/Extract,Marion,28.34,124991.04,263495.741438299
4/1/2020,Concentrate/Extract,Multnomah,19.66,87.95,676498.094048244
4/1/2020,Concentrate/Extract,Multnomah,19.66,10338.6,676498.094048244
4/1/2020,Concentrate/Extract,Multnomah,19.66,27021.63,676498.094048244
4/1/2020,Concentrate/Extract,Multnomah,19.66,442152.73,676498.094048244
4/1/2020,Concentrate/Extract,Polk,31.97,30,64186.931924030
4/1/2020,Concentrate/Extract,Polk,31.97,113.56,64186.931924030
4/1/2020,Concentrate/Extract,Polk,31.97,840.97,64186.931924030
4/1/2020,Concentrate/Extract,Polk,31.97,23204.83,64186.931924030
4/1/2020,Concentrate/Extract,Tillamook,23.83,304,21375.275640877
4/1/2020,Concentrate/Extract,Tillamook,23.83,18520.01,21375.275640877
4/1/2020,Concentrate/Extract,Umatilla,34.15,57,61198.789932006
4/1/2020,Concentrate/Extract,Umatilla,34.15,2036.13,61198.789932006
4/1/2020,Concentrate/Extract,Umatilla,34.15,16965.94,61198.789932006
4/1/2020,Concentrate/Extract,Union,11.1,228,20784.486872612
4/1/2020,Concentrate/Extract,Union,11.1,4250,20784.486872612
4/1/2020,Concentrate/Extract,Wallowa,24.89,2440.37,5761.986519988
4/1/2020,Concentrate/Extract,Wasco,28.97,678.67,21348.383291876
4/1/2020,Concentrate/Extract,Wasco,28.97,3478.11,21348.383291876
4/1/2020,Concentrate/Extract,Washington,25.53,1711.88,479432.130448319
4/1/2020,Concentrate/Extract,Washington,25.53,105337.07,479432.130448319
4/1/2020,Concentrate/Extract,Yamhill,31.7,39.84,84193.241452416
4/1/2020,Concentrate/Extract,Yamhill,31.7,29356.55,84193.241452416
5/1/2020,Concentrate/Extract,Baker,25.13,6869.21,13829.353862058
5/1/2020,Concentrate/Extract,Benton,25.17,60,80108.503596746
5/1/2020,Concentrate/Extract,Benton,25.17,1209.59,80108.503596746
5/1/2020,Concentrate/Extract,Benton,25.17,16892.86,80108.503596746
5/1/2020,Concentrate/Extract,Clackamas,24.73,953.56,339552.795761641
5/1/2020,Concentrate/Extract,Clackamas,24.73,67520.92,339552.795761641
5/1/2020,Concentrate/Extract,Clatsop,22.37,269.4,31928.748618368
5/1/2020,Concentrate/Extract,Clatsop,22.37,19034.25,31928.748618368
5/1/2020,Concentrate/Extract,Columbia,26.45,11.27,42734.772493299
5/1/2020,Concentrate/Extract,Columbia,26.45,12307.15,42734.772493299
5/1/2020,Concentrate/Extract,Coos,25.98,215.17,51649.087695999
5/1/2020,Concentrate/Extract,Coos,25.98,359.92,51649.087695999
5/1/2020,Concentrate/Extract,Coos,25.98,25200.94,51649.087695999
5/1/2020,Concentrate/Extract,Curry,24.71,15585.81,20011.870404071
5/1/2020,Concentrate/Extract,Deschutes,26.28,97.75,154914.797934438
5/1/2020,Concentrate/Extract,Deschutes,26.28,1234.23,154914.797934438
5/1/2020,Concentrate/Extract,Deschutes,26.28,1981.25,154914.797934438
5/1/2020,Concentrate/Extract,Deschutes,26.28,113240.74,154914.797934438
5/1/2020,Concentrate/Extract,Douglas,30.11,534.52,92385.191872140
5/1/2020,Concentrate/Extract,Douglas,30.11,47398.83,92385.191872140
5/1/2020,Concentrate/Extract,Grant,33.65,45,6293.128486403
5/1/2020,Concentrate/Extract,Grant,33.65,3420.38,6293.128486403
5/1/2020,Concentrate/Extract,Harney,25.53,41.66,5886.075215052
5/1/2020,Concentrate/Extract,Harney,25.53,2225.27,5886.075215052
5/1/2020,Concentrate/Extract,Hood River,21.23,31.66,19848.365807806
5/1/2020,Concentrate/Extract,Hood River,21.23,114.04,19848.365807806
5/1/2020,Concentrate/Extract,Hood River,21.23,8493.07,19848.365807806
5/1/2020,Concentrate/Extract,Jackson,27.94,179.67,179522.356189923
5/1/2020,Concentrate/Extract,Jackson,27.94,7728.24,179522.356189923
5/1/2020,Concentrate/Extract,Jackson,27.94,121566.62,179522.356189923
5/1/2020,Concentrate/Extract,Jefferson,30.36,35.9,19066.288697207
5/1/2020,Concentrate/Extract,Jefferson,30.36,8222.67,19066.288697207
5/1/2020,Concentrate/Extract,Josephine,29.93,3160.52,71032.315952205
5/1/2020,Concentrate/Extract,Josephine,29.93,77763.85,71032.315952205
5/1/2020,Concentrate/Extract,Klamath,31.01,176.6,54971.815433784
5/1/2020,Concentrate/Extract,Klamath,31.01,20839.45,54971.815433784
5/1/2020,Concentrate/Extract,Lake,29.1,2570.82,6853.660310997
5/1/2020,Concentrate/Extract,Lane,25.4,106.68,316010.656424975
5/1/2020,Concentrate/Extract,Lane,25.4,5507.6,316010.656424975
5/1/2020,Concentrate/Extract,Lane,25.4,6336.51,316010.656424975
5/1/2020,Concentrate/Extract,Lane,25.4,150687.13,316010.656424975
5/1/2020,Concentrate/Extract,Lincoln,22.58,207.03,40715.951049841
5/1/2020,Concentrate/Extract,Lincoln,22.58,60159.34,40715.951049841
5/1/2020,Concentrate/Extract,Linn,26.92,732.29,99304.123677448
5/1/2020,Concentrate/Extract,Linn,26.92,45455.81,99304.123677448
5/1/2020,Concentrate/Extract,Malheur,26.12,196.34,24652.092207692
5/1/2020,Concentrate/Extract,Malheur,26.12,16470.55,24652.092207692
5/1/2020,Concentrate/Extract,Marion,28.52,4007.12,263495.741438299
5/1/2020,Concentrate/Extract,Marion,28.52,12688.57,263495.741438299
5/1/2020,Concentrate/Extract,Marion,28.52,133029,263495.741438299
5/1/2020,Concentrate/Extract,Multnomah,18.29,195.25,676498.094048244
5/1/2020,Concentrate/Extract,Multnomah,18.29,11697.64,676498.094048244
5/1/2020,Concentrate/Extract,Multnomah,18.29,36745.8,676498.094048244
5/1/2020,Concentrate/Extract,Multnomah,18.29,484892.44,676498.094048244
5/1/2020,Concentrate/Extract,Polk,31.2,20.42,64186.931924030
5/1/2020,Concentrate/Extract,Polk,31.2,474.36,64186.931924030
5/1/2020,Concentrate/Extract,Polk,31.2,711.57,64186.931924030
5/1/2020,Concentrate/Extract,Polk,31.2,22751.37,64186.931924030
5/1/2020,Concentrate/Extract,Tillamook,22.88,142.5,21375.275640877
5/1/2020,Concentrate/Extract,Tillamook,22.88,19075.58,21375.275640877
5/1/2020,Concentrate/Extract,Umatilla,34.14,66.51,61198.789932006
5/1/2020,Concentrate/Extract,Umatilla,34.14,1947.41,61198.789932006
5/1/2020,Concentrate/Extract,Umatilla,34.14,18595.44,61198.789932006
5/1/2020,Concentrate/Extract,Union,7.7,120,20784.486872612
5/1/2020,Concentrate/Extract,Union,7.7,3040,20784.486872612
5/1/2020,Concentrate/Extract,Wallowa,25.62,3254.99,5761.986519988
5/1/2020,Concentrate/Extract,Wasco,28.05,657.24,21348.383291876
5/1/2020,Concentrate/Extract,Wasco,28.05,4325.89,21348.383291876
5/1/2020,Concentrate/Extract,Washington,25.79,1808.97,479432.130448319
5/1/2020,Concentrate/Extract,Washington,25.79,111356.38,479432.130448319
5/1/2020,Concentrate/Extract,Yamhill,31.35,335.07,84193.241452416
5/1/2020,Concentrate/Extract,Yamhill,31.35,30803.56,84193.241452416
6/1/2020,Concentrate/Extract,Baker,23.36,5911.97,13829.353862058
6/1/2020,Concentrate/Extract,Benton,26.26,40,80108.503596746
6/1/2020,Concentrate/Extract,Benton,26.26,265.01,80108.503596746
6/1/2020,Concentrate/Extract,Benton,26.26,15099.83,80108.503596746
6/1/2020,Concentrate/Extract,Clackamas,25.4,30,339552.795761641
6/1/2020,Concentrate/Extract,Clackamas,25.4,514.52,339552.795761641
6/1/2020,Concentrate/Extract,Clackamas,25.4,70284.63,339552.795761641
6/1/2020,Concentrate/Extract,Clatsop,23.35,33,31928.748618368
6/1/2020,Concentrate/Extract,Clatsop,23.35,18212.45,31928.748618368
6/1/2020,Concentrate/Extract,Columbia,28.16,12508.68,42734.772493299
6/1/2020,Concentrate/Extract,Coos,26.03,27,51649.087695999
6/1/2020,Concentrate/Extract,Coos,26.03,61.86,51649.087695999
6/1/2020,Concentrate/Extract,Coos,26.03,244.18,51649.087695999
6/1/2020,Concentrate/Extract,Coos,26.03,28103.87,51649.087695999
6/1/2020,Concentrate/Extract,Curry,25.18,18074.64,20011.870404071
6/1/2020,Concentrate/Extract,Deschutes,26.66,106.25,154914.797934438
6/1/2020,Concentrate/Extract,Deschutes,26.66,2312.27,154914.797934438
6/1/2020,Concentrate/Extract,Deschutes,26.66,2428.26,154914.797934438
6/1/2020,Concentrate/Extract,Deschutes,26.66,115070.7,154914.797934438
6/1/2020,Concentrate/Extract,Douglas,30.37,273.91,92385.191872140
6/1/2020,Concentrate/Extract,Douglas,30.37,39204.99,92385.191872140
6/1/2020,Concentrate/Extract,Grant,32.24,50,6293.128486403
6/1/2020,Concentrate/Extract,Grant,32.24,2072.08,6293.128486403
6/1/2020,Concentrate/Extract,Harney,22.7,87.51,5886.075215052
6/1/2020,Concentrate/Extract,Harney,22.7,1983.22,5886.075215052
6/1/2020,Concentrate/Extract,Hood River,22.65,64,19848.365807806
6/1/2020,Concentrate/Extract,Hood River,22.65,96,19848.365807806
6/1/2020,Concentrate/Extract,Hood River,22.65,8224.64,19848.365807806
6/1/2020,Concentrate/Extract,Jackson,27.66,639.04,179522.356189923
6/1/2020,Concentrate/Extract,Jackson,27.66,7952.26,179522.356189923
6/1/2020,Concentrate/Extract,Jackson,27.66,125677.74,179522.356189923
6/1/2020,Concentrate/Extract,Jefferson,31.48,8406.4,19066.288697207
6/1/2020,Concentrate/Extract,Josephine,29.89,2947.72,71032.315952205
6/1/2020,Concentrate/Extract,Josephine,29.89,78049.83,71032.315952205
6/1/2020,Concentrate/Extract,Klamath,30.53,446.71,54971.815433784
6/1/2020,Concentrate/Extract,Klamath,30.53,19597.86,54971.815433784
6/1/2020,Concentrate/Extract,Lake,29.85,33.33,6853.660310997
6/1/2020,Concentrate/Extract,Lake,29.85,2515.45,6853.660310997
6/1/2020,Concentrate/Extract,Lane,25.19,14,316010.656424975
6/1/2020,Concentrate/Extract,Lane,25.19,5326.33,316010.656424975
6/1/2020,Concentrate/Extract,Lane,25.19,5611.46,316010.656424975
6/1/2020,Concentrate/Extract,Lane,25.19,160170.47,316010.656424975
6/1/2020,Concentrate/Extract,Lincoln,22.89,167.15,40715.951049841
6/1/2020,Concentrate/Extract,Lincoln,22.89,61138.72,40715.951049841
6/1/2020,Concentrate/Extract,Linn,28.22,670.96,99304.123677448
6/1/2020,Concentrate/Extract,Linn,28.22,48148.76,99304.123677448
6/1/2020,Concentrate/Extract,Malheur,26.35,490.87,24652.092207692
6/1/2020,Concentrate/Extract,Malheur,26.35,17579.71,24652.092207692
6/1/2020,Concentrate/Extract,Marion,28.22,2777.79,263495.741438299
6/1/2020,Concentrate/Extract,Marion,28.22,4837.22,263495.741438299
6/1/2020,Concentrate/Extract,Marion,28.22,128493.35,263495.741438299
6/1/2020,Concentrate/Extract,Multnomah,18.1,99.2,676498.094048244
6/1/2020,Concentrate/Extract,Multnomah,18.1,13693.95,676498.094048244
6/1/2020,Concentrate/Extract,Multnomah,18.1,25302.01,676498.094048244
6/1/2020,Concentrate/Extract,Multnomah,18.1,453237.43,676498.094048244
6/1/2020,Concentrate/Extract,Polk,30.56,371.96,64186.931924030
6/1/2020,Concentrate/Extract,Polk,30.56,21361.69,64186.931924030
6/1/2020,Concentrate/Extract,Tillamook,22.74,285.6,21375.275640877
6/1/2020,Concentrate/Extract,Tillamook,22.74,18231.34,21375.275640877
6/1/2020,Concentrate/Extract,Umatilla,33.71,1066.67,61198.789932006
6/1/2020,Concentrate/Extract,Umatilla,33.71,16428.8,61198.789932006
6/1/2020,Concentrate/Extract,Union,10.32,210,20784.486872612
6/1/2020,Concentrate/Extract,Union,10.32,3675,20784.486872612
6/1/2020,Concentrate/Extract,Wallowa,25.34,3257.76,5761.986519988
6/1/2020,Concentrate/Extract,Wasco,29.12,287.1,21348.383291876
6/1/2020,Concentrate/Extract,Wasco,29.12,3371.24,21348.383291876
6/1/2020,Concentrate/Extract,Washington,27.55,149,479432.130448319
6/1/2020,Concentrate/Extract,Washington,27.55,1091.66,479432.130448319
6/1/2020,Concentrate/Extract,Washington,27.55,116065.81,479432.130448319
6/1/2020,Concentrate/Extract,Yamhill,30.55,932.55,84193.241452416
6/1/2020,Concentrate/Extract,Yamhill,30.55,27949.48,84193.241452416
7/1/2020,Concentrate/Extract,Baker,23.54,5864.99,13829.353862058
7/1/2020,Concentrate/Extract,Benton,26.46,40,80108.503596746
7/1/2020,Concentrate/Extract,Benton,26.46,520,80108.503596746
7/1/2020,Concentrate/Extract,Benton,26.46,15705.22,80108.503596746
7/1/2020,Concentrate/Extract,Clackamas,24.63,593.63,339552.795761641
7/1/2020,Concentrate/Extract,Clackamas,24.63,74155.88,339552.795761641
7/1/2020,Concentrate/Extract,Clatsop,22.55,62.76,31928.748618368
7/1/2020,Concentrate/Extract,Clatsop,22.55,18491.16,31928.748618368
7/1/2020,Concentrate/Extract,Columbia,26.86,11006.14,42734.772493299
7/1/2020,Concentrate/Extract,Coos,25.71,63,51649.087695999
7/1/2020,Concentrate/Extract,Coos,25.71,191.51,51649.087695999
7/1/2020,Concentrate/Extract,Coos,25.71,30419.15,51649.087695999
7/1/2020,Concentrate/Extract,Curry,25.79,16151.37,20011.870404071
7/1/2020,Concentrate/Extract,Deschutes,25.77,51,154914.797934438
7/1/2020,Concentrate/Extract,Deschutes,25.77,1155.93,154914.797934438
7/1/2020,Concentrate/Extract,Deschutes,25.77,3519.42,154914.797934438
7/1/2020,Concentrate/Extract,Deschutes,25.77,112068.98,154914.797934438
7/1/2020,Concentrate/Extract,Douglas,30.2,531.77,92385.191872140
7/1/2020,Concentrate/Extract,Douglas,30.2,40228.01,92385.191872140
7/1/2020,Concentrate/Extract,Grant,29.85,2494.8,6293.128486403
7/1/2020,Concentrate/Extract,Harney,21.7,16.67,5886.075215052
7/1/2020,Concentrate/Extract,Harney,21.7,1710.03,5886.075215052
7/1/2020,Concentrate/Extract,Hood River,23.59,103.77,19848.365807806
7/1/2020,Concentrate/Extract,Hood River,23.59,9073.32,19848.365807806
7/1/2020,Concentrate/Extract,Jackson,27.35,406,179522.356189923
7/1/2020,Concentrate/Extract,Jackson,27.35,6730.83,179522.356189923
7/1/2020,Concentrate/Extract,Jackson,27.35,132740.87,179522.356189923
7/1/2020,Concentrate/Extract,Jefferson,30.13,14.17,19066.288697207
7/1/2020,Concentrate/Extract,Jefferson,30.13,9345.03,19066.288697207
7/1/2020,Concentrate/Extract,Josephine,29.32,2338.52,71032.315952205
7/1/2020,Concentrate/Extract,Josephine,29.32,80545.87,71032.315952205
7/1/2020,Concentrate/Extract,Klamath,29.04,399.85,54971.815433784
7/1/2020,Concentrate/Extract,Klamath,29.04,22032.13,54971.815433784
7/1/2020,Concentrate/Extract,Lake,28.53,1870.7,6853.660310997
7/1/2020,Concentrate/Extract,Lane,25.17,33.33,316010.656424975
7/1/2020,Concentrate/Extract,Lane,25.17,4158.04,316010.656424975
7/1/2020,Concentrate/Extract,Lane,25.17,5406.65,316010.656424975
7/1/2020,Concentrate/Extract,Lane,25.17,166822.88,316010.656424975
7/1/2020,Concentrate/Extract,Lincoln,22.41,439.59,40715.951049841
7/1/2020,Concentrate/Extract,Lincoln,22.41,69131.56,40715.951049841
7/1/2020,Concentrate/Extract,Linn,28.36,274.51,99304.123677448
7/1/2020,Concentrate/Extract,Linn,28.36,52450.82,99304.123677448
7/1/2020,Concentrate/Extract,Malheur,30.63,173.33,24652.092207692
7/1/2020,Concentrate/Extract,Malheur,30.63,21933.15,24652.092207692
7/1/2020,Concentrate/Extract,Marion,28.09,3366.29,263495.741438299
7/1/2020,Concentrate/Extract,Marion,28.09,5156.11,263495.741438299
7/1/2020,Concentrate/Extract,Marion,28.09,140356.8,263495.741438299
7/1/2020,Concentrate/Extract,Multnomah,18.44,73.33,676498.094048244
7/1/2020,Concentrate/Extract,Multnomah,18.44,11136.62,676498.094048244
7/1/2020,Concentrate/Extract,Multnomah,18.44,28398.29,676498.094048244
7/1/2020,Concentrate/Extract,Multnomah,18.44,513990.01,676498.094048244
7/1/2020,Concentrate/Extract,Polk,30.87,404.75,64186.931924030
7/1/2020,Concentrate/Extract,Polk,30.87,25386.69,64186.931924030
7/1/2020,Concentrate/Extract,Tillamook,22.07,58.99,21375.275640877
7/1/2020,Concentrate/Extract,Tillamook,22.07,16141.4,21375.275640877
7/1/2020,Concentrate/Extract,Umatilla,33.5,713.35,61198.789932006
7/1/2020,Concentrate/Extract,Umatilla,33.5,20037.47,61198.789932006
7/1/2020,Concentrate/Extract,Union,11.02,280,20784.486872612
7/1/2020,Concentrate/Extract,Union,11.02,3970,20784.486872612
7/1/2020,Concentrate/Extract,Wallowa,21.79,3398.96,5761.986519988
7/1/2020,Concentrate/Extract,Wasco,29.89,131.68,21348.383291876
7/1/2020,Concentrate/Extract,Wasco,29.89,3582.1,21348.383291876
7/1/2020,Concentrate/Extract,Washington,26.25,946.12,479432.130448319
7/1/2020,Concentrate/Extract,Washington,26.25,117922.1,479432.130448319
7/1/2020,Concentrate/Extract,Yamhill,29.81,856,84193.241452416
7/1/2020,Concentrate/Extract,Yamhill,29.81,30010.38,84193.241452416
8/1/2020,Concentrate/Extract,Baker,23.48,4261.19,13829.353862058
8/1/2020,Concentrate/Extract,Benton,26.67,17.5,80108.503596746
8/1/2020,Concentrate/Extract,Benton,26.67,59.33,80108.503596746
8/1/2020,Concentrate/Extract,Benton,26.67,16155.86,80108.503596746
8/1/2020,Concentrate/Extract,Clackamas,24,557.88,339552.795761641
8/1/2020,Concentrate/Extract,Clackamas,24,67100.78,339552.795761641
8/1/2020,Concentrate/Extract,Clatsop,21.89,28.34,31928.748618368
8/1/2020,Concentrate/Extract,Clatsop,21.89,16834.2,31928.748618368
8/1/2020,Concentrate/Extract,Columbia,25.97,24,42734.772493299
8/1/2020,Concentrate/Extract,Columbia,25.97,10877.4,42734.772493299
8/1/2020,Concentrate/Extract,Coos,25.44,93,51649.087695999
8/1/2020,Concentrate/Extract,Coos,25.44,175,51649.087695999
8/1/2020,Concentrate/Extract,Coos,25.44,26507.24,51649.087695999
8/1/2020,Concentrate/Extract,Curry,25.5,15494.51,20011.870404071
8/1/2020,Concentrate/Extract,Deschutes,26.09,753.6,154914.797934438
8/1/2020,Concentrate/Extract,Deschutes,26.09,1896.98,154914.797934438
8/1/2020,Concentrate/Extract,Deschutes,26.09,118781.7,154914.797934438
8/1/2020,Concentrate/Extract,Douglas,29.3,280.33,92385.191872140
8/1/2020,Concentrate/Extract,Douglas,29.3,38566.79,92385.191872140
8/1/2020,Concentrate/Extract,Grant,31.49,1563.24,6293.128486403
8/1/2020,Concentrate/Extract,Harney,19.08,33.34,5886.075215052
8/1/2020,Concentrate/Extract,Harney,19.08,2006.86,5886.075215052
8/1/2020,Concentrate/Extract,Hood River,22.86,40.99,19848.365807806
8/1/2020,Concentrate/Extract,Hood River,22.86,8700.96,19848.365807806
8/1/2020,Concentrate/Extract,Jackson,27.07,289,179522.356189923
8/1/2020,Concentrate/Extract,Jackson,27.07,4760.71,179522.356189923
8/1/2020,Concentrate/Extract,Jackson,27.07,130824.51,179522.356189923
8/1/2020,Concentrate/Extract,Jefferson,30.12,9216.93,19066.288697207
